Date,Close_YAHOO_INDEX_AEX,Close_YAHOO_INDEX_AORD,Close_YAHOO_INDEX_ATX,Close_YAHOO_INDEX_AXJO,Close_YAHOO_INDEX_BFX,Close_YAHOO_INDEX_BTK,Close_YAHOO_INDEX_DRG,Close_YAHOO_INDEX_EPX,Close_YAHOO_INDEX_FCHI,Close_YAHOO_INDEX_FVX,Close_YAHOO_INDEX_GDAXI,Close_YAHOO_INDEX_GD_AT,Close_YAHOO_INDEX_GSPC,Close_YAHOO_INDEX_GSPTSE,Close_YAHOO_INDEX_HCX,Close_YAHOO_INDEX_HGX,Close_YAHOO_INDEX_HSI,Close_YAHOO_INDEX_HUI,Close_YAHOO_INDEX_IBEX,Close_YAHOO_INDEX_IEQR_IR,Close_YAHOO_INDEX_IRX,Close_YAHOO_INDEX_ISEQ,Close_YAHOO_INDEX_JPN,Close_YAHOO_INDEX_MID,Close_YAHOO_INDEX_MXX,Close_YAHOO_INDEX_MXY,Close_YAHOO_INDEX_NSEI,Close_YAHOO_INDEX_NWX,Close_YAHOO_INDEX_NY,Close_YAHOO_INDEX_NYA,Close_YAHOO_INDEX_NYI,Close_YAHOO_INDEX_NYL,Close_YAHOO_INDEX_NYY,Close_YAHOO_INDEX_OEX,Close_YAHOO_INDEX_OMX,Close_YAHOO_INDEX_OSX,Close_YAHOO_INDEX_RTS_RS,Close_YAHOO_INDEX_RUA,Close_YAHOO_INDEX_RUI,Close_YAHOO_INDEX_RUT,Close_YAHOO_INDEX_SML,Close_YAHOO_INDEX_SOX,Close_YAHOO_INDEX_SPY,Close_YAHOO_INDEX_SSMI,Close_YAHOO_INDEX_STI,Close_YAHOO_INDEX_STOXX50E,Close_YAHOO_INDEX_TNX,Close_YAHOO_INDEX_TYX,Close_YAHOO_INDEX_UTY,Close_YAHOO_INDEX_VDAX,Close_YAHOO_INDEX_VIX,Close_YAHOO_INDEX_XAL,Close_YAHOO_INDEX_XAU,Close_YAHOO_INDEX_XAX,Close_YAHOO_INDEX_XBD,Close_YAHOO_INDEX_XCI,Close_YAHOO_INDEX_XII,Close_YAHOO_INDEX_XMI,Close_YAHOO_INDEX_XNG,Close_YAHOO_INDEX_XOI
2008-01-15,470.540009,6019.799805,4012.399902,5960.0,3900.330078,798.080017,346.609985,423.149994,5250.819824,2.996,7566.379883,4647.11,1380.949951,13316.799805,414.970001,122.860001,25837.779297,462.290009,13945.200195,7381.51,3.085,6478.819824,148.300003,785.340027,27961.849609,246.289993,6074.25,228.820007,6703.089844,9172.169922,7041.450195,6962.100098,6612.939941,647.349976,972.15,284.480011,2330.87,794.179993,749.700012,697.429993,361.350006,353.170013,138.169998,7973.899902,3154.580078,4140.94,3.701,4.292,574.26001,21.030001,23.34,33.220001,190.5,2313.5,187.220001,871.619995,667.710022,1300.719971,571.159973,1424.599976
2008-01-16,462.609985,5870.799805,3907.840088,5809.700195,3801.370117,808.809998,346.299988,404.98999,5225.390137,2.979,7471.569824,4523.76,1373.199951,13074.900391,417.799988,124.980003,24450.849609,441.329987,13817.099609,7365.28,3.04,6468.529785,143.419998,781.580017,27343.570312,245.0,5935.75,228.449997,6670.490234,9073.429688,6884.189941,6872.459961,6546.189941,642.77002,965.63,274.859985,2225.46,790.22998,745.429993,699.909973,362.880005,355.519989,136.979996,7847.5,3058.48999,4108.34,3.712,4.32,565.570007,21.59,24.379999,33.470001,181.009995,2289.280029,189.830002,849.080017,661.859985,1293.939941,552.630005,1382.02002
2008-01-17,460.25,5857.0,3887.169922,5796.100098,3767.540039,810.22998,338.079987,386.070007,5157.089844,2.902,7413.529785,4533.32,1333.25,12795.599609,409.640015,122.669998,25114.980469,434.079987,13775.599609,7372.65,2.98,6487.529785,146.270004,758.929993,26698.660156,238.460007,5913.200195,225.0,6467.02002,8818.950195,6717.700195,6682.549805,6434.240234,625.130005,966.29,262.980011,2174.78,767.25,723.659973,680.570007,353.369995,349.850006,133.429993,7788.100098,3139.879883,4065.76,3.64,4.253,544.25,21.59,28.459999,32.84,175.509995,2246.560059,179.339996,835.590027,643.469971,1264.680054,528.440002,1335.640015
2008-01-18,450.079987,5799.399902,3898.280029,5747.299805,3695.129883,786.72998,334.329987,388.179993,5092.399902,2.85,7314.169922,4587.09,1325.189941,12737.099609,403.119995,123.07,25201.869141,436.799988,13655.400391,7451.93,2.79,6533.759766,147.160004,756.210022,26713.830078,238.559998,5705.299805,225.100006,6421.859863,8794.860352,6739.609863,6667.089844,6407.459961,620.429993,957.63,261.279999,2159.1,762.609985,719.580017,673.179993,350.600006,358.269989,132.059998,7692.0,3104.25,3995.17,3.648,4.297,535.359985,23.139999,27.18,32.950001,177.300003,2239.090088,177.869995,839.169983,639.200012,1266.130005,527.780029,1348.469971
2008-01-21,422.450012,5630.899902,3712.610107,5580.399902,3492.47998,786.72998,334.329987,388.179993,4744.450195,2.85,6790.189941,4304.25,1325.189941,12132.099609,403.119995,123.07,23818.859375,436.799988,12625.799805,7157.04,2.79,6261.029785,147.160004,756.210022,25284.880859,238.559998,5208.799805,225.100006,6421.859863,8794.860352,6739.609863,6667.089844,6407.459961,620.429993,917.75,261.279999,1999.83,762.609985,719.580017,673.179993,350.600006,358.269989,132.059998,7287.100098,2917.149902,3703.05,3.648,4.297,535.359985,29.98,27.18,32.950001,177.300003,2239.090088,177.869995,839.169983,639.200012,1266.130005,527.780029,1348.469971
2008-01-22,433.269989,5222.0,3768.280029,5186.799805,3548.649902,764.880005,323.190002,380.329987,4842.540039,2.623,6769.470215,4253.25,1310.5,12640.900391,390.410004,126.760002,21757.630859,449.359985,12839.700195,7429.93,2.23,6496.870117,133.679993,752.640015,26892.740234,238.830002,4899.299805,217.839996,6362.5,8661.169922,6519.890137,6534.089844,6241.189941,612.820007,955.93,253.850006,1967.7,755.090027,712.030029,671.570007,350.519989,347.980011,130.720001,7487.899902,2866.550049,3753.68,3.484,4.227,517.130005,30.59,31.01,31.9,181.039993,2172.320068,181.830002,812.330017,629.900024,1247.119995,516.359985,1309.449951
2008-01-23,417.130005,5445.600098,3685.219971,5412.299805,3460.0,749.119995,320.609985,374.929993,4636.759766,2.566,6439.209961,4098.75,1338.599976,12657.400391,388.829987,138.869995,24090.169922,439.51001,12254.599609,7451.22,2.11,6490.029785,136.369995,769.650024,27620.330078,244.809998,5203.399902,215.380005,6507.069824,8805.679688,6533.470215,6621.540039,6271.879883,626.5,921.28,255.220001,1890.88,771.929993,727.289978,693.429993,362.029999,352.26001,133.860001,7356.100098,2983.620117,3577.99,3.426,4.175,535.559998,30.59,29.02,34.369999,175.649994,2145.439941,194.380005,808.859985,641.390015,1268.51001,518.090027,1291.98999
2008-01-24,444.230011,5605.799805,3888.080078,5580.399902,3684.360107,746.690002,321.320007,387.809998,4915.290039,2.827,6821.069824,4426.53,1352.069946,12907.299805,388.660004,139.320007,23539.269531,462.670013,13106.700195,7636.76,2.3,6813.700195,139.169998,778.830017,27905.130859,247.970001,5033.450195,223.899994,6559.52002,8942.25,6728.459961,6739.450195,6417.509766,632.679993,958.55,264.059998,1988.23,779.619995,735.219971,692.719971,362.450012,361.059998,134.990005,7691.0,3050.090088,3809.07,3.64,4.353,520.299988,30.17,27.780001,33.299999,185.889999,2183.189941,193.729996,831.559998,650.429993,1280.98999,527.23999,1347.910034
2008-01-25,438.690002,5886.299805,3901.5,5860.299805,3633.639893,739.01001,314.209991,382.440002,4878.120117,2.789,6816.740234,4516.81,1330.609985,12894.799805,382.230011,138.679993,25122.369141,461.579987,13141.099609,7508.4,2.22,6760.709961,145.039993,771.869995,27379.919922,242.800003,5383.350098,223.220001,6445.149902,8827.5,6648.049805,6638.669922,6330.180176,621.530029,961.69,261.880005,2033.09,768.469971,724.179993,688.599976,360.149994,354.5,133.039993,7686.899902,3159.47998,3777.06,3.584,4.282,511.410004,28.790001,29.08,33.139999,185.539993,2195.070068,189.850006,815.359985,637.429993,1260.810059,519.820007,1331.280029
2008-01-28,439.320007,5886.299805,3781.939941,5860.299805,3663.790039,751.950012,319.519989,391.829987,4848.299805,2.778,6818.850098,4442.34,1353.959961,12986.900391,388.079987,144.649994,24053.609375,467.929993,13026.700195,7487.39,2.215,6641.640137,139.399994,789.780029,27758.929688,247.330002,5274.100098,227.270004,6569.649902,8978.410156,6732.640137,6747.040039,6401.299805,631.73999,949.08,267.170013,1978.68,782.530029,737.330017,702.390015,367.549988,359.73999,135.240005,7581.700195,3041.060059,3777.06,3.586,4.282,518.469971,28.190001,27.780001,34.259998,188.470001,2198.419922,197.029999,815.690002,646.919983,1274.47998,530.849976,1348.050049
2008-01-29,446.079987,5754.5,3877.820068,5716.5,3768.409912,752.780029,318.459991,392.519989,4941.450195,2.857,6892.959961,4518.16,1362.300049,13046.400391,389.220001,148.869995,24291.800781,465.809998,13246.599609,7642.16,2.205,6720.069824,143.449997,795.559998,28263.949219,254.779999,5280.799805,231.5,6612.439941,9046.019531,6782.47998,6793.700195,6460.220215,634.960022,956.97,263.890015,2009.71,787.440002,742.099976,705.200012,369.839996,357.269989,135.910004,7704.399902,3049.899902,3810.01,3.658,4.336,520.039978,26.969999,27.32,34.849998,187.350006,2214.810059,200.190002,814.919983,650.02002,1277.310059,532.22998,1373.72998
2008-01-30,443.040009,5665.299805,3833.560059,5618.700195,3767.060059,741.690002,313.720001,395.980011,4873.569824,2.938,6875.350098,4487.15,1355.810059,12998.200195,386.0,144.580002,23653.689453,470.5,13217.099609,7662.81,2.14,6755.879883,142.119995,787.02002,28296.800781,254.149994,5167.600098,229.740005,6580.25,8994.450195,6749.209961,6760.509766,6448.339844,632.359985,951.14,256.709991,1981.53,782.719971,738.140015,695.48999,365.679993,358.809998,134.910004,7671.799805,3000.030029,3789.31,3.733,4.433,518.849976,27.549999,27.620001,35.09,189.339996,2209.689941,201.839996,814.309998,648.369995,1274.329956,536.219971,1367.099976
2008-01-31,441.329987,5697.0,3841.959961,5650.299805,3722.22998,749.25,316.450012,400.410004,4869.790039,2.826,6851.75,4362.79,1378.550049,13155.099609,389.600006,153.360001,23455.740234,459.0,13229.0,7587.3,1.87,6664.47998,145.029999,804.640015,28793.640625,258.600006,5137.450195,236.220001,6687.089844,9126.160156,6815.459961,6850.640137,6539.700195,643.059998,949.04,252.809998,1906.97,796.830017,750.969971,713.299988,375.51001,359.0,137.369995,7670.399902,2981.75,3792.8,3.639,4.354,529.809998,26.35,26.200001,36.259998,186.289993,2215.320068,208.479996,825.400024,659.039978,1296.189941,544.22998,1370.209961
2008-02-01,451.609985,5882.299805,3882.469971,5842.899902,3809.629883,760.780029,317.690002,408.690002,4978.060059,2.745,6968.669922,4436.36,1395.420044,13318.400391,393.529999,157.130005,24123.580078,451.559998,13494.700195,7713.69,2.05,6839.919922,144.289993,823.429993,29429.929688,264.799988,5317.25,238.509995,6757.140137,9277.580078,6944.529785,6948.549805,6659.410156,646.299988,976.43,259.970001,1968.97,808.280029,761.150024,730.5,384.640015,379.730011,139.580002,7816.0,3007.800049,3867.47,3.6,4.318,537.97998,23.91,24.02,38.400002,184.610001,2257.280029,211.960007,824.080017,661.77002,1301.619995,553.26001,1384.359985
2008-02-04,451.910004,5921.700195,3931.290039,5867.399902,3809.649902,758.76001,320.230011,414.839996,4973.640137,2.772,7000.490234,4490.67,1380.819946,13258.200195,395.0,150.089996,25032.080078,438.929993,13515.700195,7849.58,2.17,6909.140137,147.809998,817.340027,29429.929688,265.190002,5463.5,234.149994,6694.240234,9202.110352,6891.169922,6888.97998,6602.859863,638.429993,976.46,262.880005,2012.76,800.119995,753.429993,723.460022,379.920013,371.480011,137.820007,7751.700195,3077.080078,3867.16,3.643,4.374,546.01001,24.309999,25.99,36.639999,180.240005,2256.919922,207.080002,809.049988,654.26001,1290.079956,559.710022,1377.969971
2008-02-05,436.809998,5852.100098,3835.800049,5792.899902,3688.830078,735.27002,312.25,400.179993,4776.859863,2.664,6765.25,4389.34,1336.640015,12932.0,387.200012,144.770004,24808.699219,425.040009,12814.700195,7532.09,2.145,6615.629883,146.460007,793.880005,28086.970703,255.169998,5483.899902,227.460007,6482.569824,8874.5,6587.779785,6632.390137,6337.779785,618.659973,945.63,253.149994,1966.73,775.030029,729.719971,701.580017,369.200012,357.109985,134.130005,7517.399902,3038.419922,3717.08,3.587,4.342,526.77002,27.879999,28.24,36.130001,173.220001,2210.300049,196.039993,786.580017,633.659973,1257.819946,539.190002,1319.579956
2008-02-06,442.329987,5677.600098,3876.939941,5609.399902,3698.580078,732.539978,312.809998,395.700012,4816.430176,2.674,6847.509766,4359.43,1326.449951,12867.200195,387.309998,141.289993,23469.460938,429.730011,13037.299805,7419.47,2.04,6574.069824,139.669998,784.48999,27929.289062,255.520004,5322.549805,225.970001,6434.879883,8818.110352,6564.040039,6594.810059,6324.640137,614.22998,951.84,248.850006,1947.19,768.340027,723.700012,692.48999,365.410004,346.910004,133.050003,7565.5,2931.969971,3760.12,3.614,4.374,526.369995,26.59,28.969999,37.310001,174.960007,2212.72998,192.550003,775.099976,628.630005,1251.48999,534.900024,1294.98999
2008-02-07,432.149994,5668.299805,3764.530029,5596.700195,3652.590088,735.25,308.640015,402.049988,4723.799805,2.775,6733.720215,4366.04,1336.910034,12925.400391,387.779999,142.119995,23469.460938,428.450012,12889.5,7271.46,2.1,6456.689941,140.710007,792.630005,28088.320312,257.160004,5133.25,224.350006,6482.350098,8859.040039,6545.060059,6612.910156,6324.470215,618.179993,925.87,252.179993,1887.41,774.76001,729.349976,702.780029,370.350006,347.390015,133.929993,7420.0,2931.969971,3699.29,3.736,4.5,524.380005,28.4,27.66,38.599998,174.800003,2207.340088,196.479996,770.359985,632.359985,1260.469971,539.73999,1306.719971
2008-02-08,432.100006,5723.899902,3750.610107,5658.0,3612.070068,726.390015,304.420013,417.779999,4709.649902,2.696,6767.279785,4316.33,1331.290039,12989.299805,383.529999,139.369995,23469.460938,443.660004,12934.799805,7409.78,2.16,6537.910156,138.630005,794.059998,28185.259766,257.820007,5120.350098,225.580002,6441.649902,8823.120117,6526.220215,6581.470215,6328.540039,614.549988,920.76,255.520004,1870.93,772.0,726.869995,698.900024,369.019989,349.73999,133.070007,7447.0,2931.969971,3701.17,3.654,4.439,521.309998,27.799999,28.01,38.299999,181.25,2229.959961,194.740005,780.820007,630.22998,1257.089966,556.309998,1331.199951
2008-02-11,427.73999,5603.100098,3750.959961,5537.600098,3583.25,723.219971,304.910004,434.100006,4682.700195,2.657,6743.540039,4268.58,1339.130005,13130.900391,383.170013,141.789993,22616.109375,445.570007,12818.799805,7449.14,2.19,6489.279785,138.630005,798.609985,28789.550781,262.790009,4857.0,226.520004,6476.149902,8868.280273,6547.319824,6610.450195,6392.25,617.690002,911.39,264.480011,1917.61,776.429993,731.330017,699.75,369.929993,355.329987,133.75,7347.5,2868.290039,3678.16,3.618,4.405,525.73999,28.290001,27.6,38.110001,182.300003,2246.610107,193.399994,788.859985,633.869995,1268.189941,574.710022,1349.98999
2008-02-12,443.890015,5669.399902,3864.0,5608.100098,3694.050049,724.369995,309.649994,432.440002,4840.709961,2.721,6967.839844,4349.01,1348.859985,13087.400391,387.799988,138.360001,22921.669922,429.940002,13254.700195,7589.91,2.25,6647.77002,138.720001,800.23999,28869.960938,263.640015,4838.25,226.639999,6540.399902,8965.349609,6668.620117,6701.569824,6477.609863,622.859985,945.41,262.179993,1980.84,781.580017,736.080017,705.47998,372.529999,352.820007,134.990005,7546.899902,2926.22998,3803.76,3.679,4.464,531.599976,25.280001,26.33,37.400002,176.649994,2245.189941,192.380005,788.320007,638.960022,1281.439941,572.119995,1352.829956
2008-02-13,444.179993,5615.299805,3905.959961,5542.100098,3713.959961,733.22998,313.149994,439.369995,4855.399902,2.692,6973.669922,4352.41,1367.209961,13282.299805,390.0,140.619995,23169.550781,438.579987,13266.700195,7615.05,2.21,6596.029785,139.380005,810.369995,29306.759766,266.75,4929.450195,233.940002,6621.5,9073.480469,6732.799805,6776.279785,6577.660156,631.51001,949.05,273.329987,2004.48,792.72998,746.01001,721.929993,380.170013,363.48999,136.369995,7536.5,2949.540039,3803.21,3.694,4.512,531.950012,24.809999,24.879999,37.950001,179.429993,2274.23999,194.729996,807.789978,648.330017,1296.119995,582.150024,1378.609985
2008-02-14,442.529999,5748.200195,3918.22998,5684.799805,3761.879883,725.559998,308.589996,439.859985,4858.649902,2.77,6962.279785,4424.7,1348.859985,13208.0,384.910004,137.300003,24021.679688,434.269989,13313.200195,7576.0,2.22,6535.700195,145.199997,797.539978,29138.919922,265.769989,5202.0,227.899994,6540.129883,8968.410156,6668.290039,6701.27002,6485.890137,623.119995,950.84,270.73999,2025.14,781.580017,736.090027,705.320007,371.98999,353.26001,135.169998,7502.0,3045.590088,3797.89,3.818,4.653,525.929993,25.110001,25.540001,36.459999,176.869995,2263.100098,191.270004,792.950012,639.570007,1280.849976,578.390015,1382.02002
2008-02-15,434.809998,5679.799805,3848.560059,5606.600098,3662.780029,727.789978,309.980011,434.429993,4771.790039,2.764,6832.430176,4320.67,1349.98999,13226.799805,386.630005,135.429993,24148.429688,435.059998,13073.900391,7619.85,2.13,6477.919922,145.229996,795.52002,28744.810547,262.829987,5302.899902,226.679993,6548.299805,8970.759766,6655.350098,6700.0,6482.959961,623.849976,938.79,270.529999,1989.25,781.669983,736.52002,701.52002,369.839996,347.559998,135.139999,7353.0,3088.679932,3719.28,3.78,4.595,527.940002,26.33,25.02,37.200001,177.320007,2244.5,193.210007,788.400024,640.190002,1279.800049,574.289978,1376.869995
2008-02-18,444.619995,5634.0,3899.469971,5558.399902,3727.560059,727.789978,309.980011,434.429993,4861.799805,2.764,6967.549805,4317.26,1349.98999,13226.799805,386.630005,135.429993,23759.25,435.059998,13312.200195,7639.06,2.13,6530.669922,145.229996,795.52002,29172.210938,262.829987,5276.899902,226.679993,6548.299805,8970.759766,6655.350098,6700.0,6482.959961,623.849976,962.13,270.529999,2026.17,781.669983,736.52002,701.52002,369.839996,347.559998,135.139999,7486.700195,3088.679932,3795.12,3.78,4.595,527.940002,26.33,25.02,37.200001,177.320007,2244.5,193.210007,788.400024,640.190002,1279.800049,574.289978,1376.869995
2008-02-19,448.769989,5688.600098,3971.23999,5619.100098,3766.22998,726.52002,312.350006,447.299988,4885.830078,2.9,7002.290039,4353.61,1348.780029,13447.700195,388.690002,134.869995,24123.169922,454.579987,13269.700195,7654.3,2.17,6543.560059,146.660004,796.27002,28899.970703,264.410004,5280.799805,224.589996,6549.350098,9023.040039,6756.200195,6746.299805,6408.709961,621.98999,967.42,277.079987,2046.8,781.26001,736.030029,702.340027,370.579987,343.01001,135.520004,7462.700195,3098.060059,3805.27,3.875,4.655,526.320007,24.73,25.59,36.279999,186.100006,2246.98999,188.199997,778.340027,638.809998,1282.319946,587.77002,1414.109985
